id,title,overview,adult,genre_ids,release_date
934433,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter in New York City.",False,"[27, 53, 9648]",2023-03-09
846993,"Goodbye, Don Glees!","Teen misfits Roma, Toto, and Drop call themselves the “Don Glees,” an informal name for their backyard adventures. One day, when the trio gets blamed for a nearby forest fire, they set off into the woods to prove their innocence. As disaster strikes their expedition, tensions flare between the friends as they realize that growing up has taken them on wildly different paths in life.",False,"[16, 12, 14]",2022-09-14
87101,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",False,"[878, 28, 53, 12]",2015-07-01
109418,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",False,[35],2013-07-12
863,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",False,"[16, 35, 10751]",1999-11-24
592350,My Hero Academia: Heroes Rising,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",False,"[16, 28, 14, 12]",2020-02-26
626872,Emergency Declaration,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",False,"[28, 18, 9648, 53]",2022-08-12
667739,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",False,"[28, 35]",2022-06-24
10138,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",False,"[12, 28, 878]",2010-05-07
293660,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",False,"[28, 12, 35]",2016-02-12
1039627,L.O.L. Surprise! Winter Fashion Show,The collection with which Neonlicious was to make her debut mysteriously disappears. Now you have to use all your creativity and improvise new designs for the big parade!,False,[16],2022-10-24
951368,Your Boyfriend Is Mine,"Over the objection of his girlfriend, Ben agrees to take a job as the “live in” man servant to a wealthy businesswoman, Amanda, but quickly realizes he has made a deal with the devil, and has put himself and his girlfriend in mortal jeopardy",False,"[53, 10770, 28]",2022-03-19
615457,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",False,"[28, 80, 53]",2021-03-26
588228,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",False,"[28, 878, 12]",2021-07-02
366672,Paws of Fury: The Legend of Hank,"A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",False,"[16, 28, 12, 35, 10751, 37]",2022-07-15
166428,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",False,"[16, 10751, 12]",2019-02-22
929170,Honor Society,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",False,[35],2022-07-23
848791,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",False,"[80, 18, 9648, 53]",2022-10-19
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",False,"[12, 14, 28]",2001-12-19
960875,The Chalk Line,"After a couple finds a traumatized child of unknown origins, wife Paula must decipher the girl's strange behaviors to unlock her identity and dark past.",False,"[27, 53, 9648]",2022-10-24
2062,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",False,"[16, 35, 10751, 14]",2007-06-29
324857,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",False,"[28, 12, 16, 878]",2018-12-14
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",False,"[10749, 16, 18]",2017-04-07
14836,Coraline,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",False,"[16, 10751, 14]",2009-02-06
968857,Looks Can Kill,"A group of models is killed off, one by one, and everyone is a suspect.",False,[53],2022-02-01
477462,The Twin,"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",False,"[27, 9648]",2022-05-06
242,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",False,"[80, 18, 53]",2020-12-04
512195,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",False,"[28, 35, 80, 53]",2021-11-05
1006851,Office Invasion,Three friends come together to defend their valuable mining company from…aliens?! What could possibly go wrong?,False,"[878, 35, 28]",2022-08-10
780609,Men,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",False,"[27, 53, 14]",2022-05-20
83201,Puss in Boots: The Three Diablos,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",False,"[12, 16, 35, 10751]",2012-02-24
109445,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",False,"[16, 10751, 12, 14]",2013-11-27
763285,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",False,"[28, 53, 80]",2022-04-08
271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",False,"[12, 28, 878]",2016-05-06
557,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",False,"[14, 28]",2002-05-03
345940,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",False,"[28, 878, 27]",2018-08-10
900667,One Piece Film Red,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",False,"[16, 12, 28, 14]",2022-11-04
287003,Avatar: Scene Deconstruction,The deconstruction of the Avatar scenes and sets,False,[99],2009-12-18
628900,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",False,"[28, 53]",2022-04-01
177572,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",False,"[12, 10751, 16, 28, 35]",2014-11-07
487297,What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",False,"[35, 10749]",2019-02-08
8966,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",False,"[14, 18, 10749]",2008-11-21
739405,Operation Fortune: Ruse de Guerre,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,False,"[28, 53, 35]",2023-03-03
550988,Free Guy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,False,"[35, 12, 878]",2021-08-13
24021,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",False,"[12, 14, 18, 10749]",2010-06-23
833425,No Exit,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",False,"[27, 53, 9648]",2022-02-25
22,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",False,"[12, 14, 28]",2003-07-09
14160,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",False,"[16, 35, 10751, 12]",2009-05-28
138843,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",False,"[27, 53]",2013-07-19
20982,Naruto Shippuden the Movie,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",False,"[16, 28, 14]",2009-11-10
894205,Werewolf by Night,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",False,"[28, 14, 27, 10770]",2022-09-25
61979,Three Steps Above Heaven,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",False,"[10749, 18]",2010-12-20
254128,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",False,"[28, 18, 53]",2015-05-29
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",False,"[16, 878, 28]",2003-08-26
75258,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,False,"[16, 10751, 14, 12]",2012-08-31
619730,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",False,"[53, 9648, 878]",2022-09-23
928391,The Red Book Ritual,"Three friends decide to play The Red Book game. What they don't know is that in the house evil is waiting to be released. A long time ago a witch died as part of a satanic ritual. Every question they ask, they get closer and closer to her. The book will reveal the answers to all your questions… but what if your host is an evil entity with a thirst for blood?",False,[27],2022-09-13
381284,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",False,"[18, 36]",2016-12-10
363088,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",False,"[28, 12, 878]",2018-07-06
341174,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",False,"[18, 10749]",2017-02-10
969160,Deinfluencer,"An influential cheerleader finds herself held captive by a masked psychopath with a God complex. She must complete a series of sadistic social media challenges to save her life and the lives of her fellow captives. However, the masked kidnapper has a secret agenda for his most recent victim.",False,"[27, 53]",2022-10-01
429617,Spider-Man: Far from Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",False,"[28, 12, 878]",2019-07-02
845659,Perfect Addiction,"When successful boxing trainer Sienna Lane discovers that her boyfriend Jax, the reigning champion, has been cheating on her with her own sister, she sets out to get revenge by training the one man capable of dethroning him: his arch-nemesis Kayden.",False,"[10749, 18]",2023-02-16
39254,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",False,"[28, 878, 18]",2011-10-06
615173,The Witch: Part 2. The Other One,"A girl wakes up in a huge secret laboratory, then accidentally meets another girl who is trying to protect her house from a gang. The mystery girl overthrows the gang with her unexpected powers, and laboratory staff set out to find her.",False,"[28, 9648, 53, 878]",2022-11-08
50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",False,"[12, 14, 18, 10749]",2012-11-16
12,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",False,"[16, 10751]",2003-05-30
383498,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,False,"[28, 35, 12]",2018-05-10
985932,Virgin Forest,"A photographer is tasked to take a photo of a rare flower thriving in the mountain, but he discovers women trapped in a hidden brothel for illegal loggers.",False,[53],2022-08-16
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",False,"[16, 12, 10751, 35]",2016-03-04
803114,The Requin,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",False,"[53, 27]",2022-01-28
1007401,Mortal Kombat Legends: Snow Blind,"Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.",False,"[16, 28, 14]",2022-10-09
285,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",False,"[12, 14, 28]",2007-05-19
338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",False,"[28, 878]",2020-03-13
122,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",False,"[12, 14, 28]",2003-12-17
259693,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,False,"[27, 53]",2016-06-10
335988,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",False,"[28, 12, 878]",2017-06-21
578701,Those Who Wish Me Dead,"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",False,"[53, 28]",2021-05-14
44918,Titanic II,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's path, the passengers and crew must fight to avoid a similar fate.",False,"[28, 12, 53]",2010-08-24
348893,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",False,"[28, 18]",2016-09-22
696806,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",False,"[12, 878]",2022-03-11
284329,The Last of Us: One Night Live,"To celebrate the launch of the PS4 version of The Last of Us, Naughty Dog brings last year’s Game of the Year to life in front of hundreds of fans in Santa Monica. This special one night only event will celebrate the artistry behind the game with a performance of the score, plus a “live read” of key scenes featuring the principal actors, as directed by Neil Druckmann",False,[18],2014-07-28
18785,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",False,[35],2009-06-05
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",False,"[18, 80]",1972-03-14
1015724,Trick or Treat Scooby-Doo!,"Mystery Inc. has cracked the case to top all cases! They’ve tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it’s up to the meddling kids to unmask the latest scoundrel and save Halloween!",False,"[12, 9648, 35, 16, 10751]",2022-10-04
919609,ODDTAXI in the Woods,Reconstruction of the television anime that will also depict what happens after its finale with a new story written by Kazuya Konomoto.,False,"[16, 35, 9648]",2022-09-08
888838,The Long Dark Trail,"After two impoverished teenage brothers manage to escape their abusive father, they embark on a treacherous and haunted journey in the hope of finding their estranged mother who has joined a sadistic cult, deep in the woods of Northwest Pennsylvania.",False,[27],2021-06-19
131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,False,"[878, 12, 53]",2014-11-21
10144,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,False,"[16, 10751, 14]",1989-11-17
848123,Black Site,"A group of officers based in a labyrinthine top-secret prison must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far reaching and dire consequences.",False,"[28, 53]",2022-05-05
700391,65,"After a catastrophic crash on an unknown planet, pilot Mills quickly discovers he's actually stranded on Earth…65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa, must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.",False,"[878, 53]",2023-03-10
1010818,Groot's First Steps,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.",False,"[16, 10751, 35, 878]",2022-08-10
77877,The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,False,"[18, 10749]",2012-04-20
7445,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",False,"[18, 53, 10752]",2009-12-02
497,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",False,"[14, 18, 80]",1999-12-10
301528,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",False,"[10751, 12, 16, 35, 14]",2019-06-21
283995,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,False,"[12, 28, 878]",2017-05-05
505262,My Hero Academia: Two Heroes,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",False,"[16, 28, 12, 14]",2018-09-25
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",False,"[28, 878, 12]",2010-07-16
39108,Dragon Ball Z: Wrath of the Dragon,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,False,"[16, 28, 878]",2006-08-22
7485,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??",False,"[28, 18, 9648, 53, 80]",2007-03-22
10193,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",False,"[16, 10751, 35]",2010-06-18
800345,Carter,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",False,"[28, 53]",2022-08-05
246655,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",False,"[28, 12, 878, 14]",2016-05-27
121,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",False,"[12, 14, 28]",2002-12-18
508442,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",False,"[16, 10751, 35, 14, 18]",2020-12-25
175112,Tinker Bell and the Pirate Fairy,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",False,"[16, 10751]",2014-04-01
10674,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",False,"[16, 10751, 12]",1998-06-19
86331,Desire,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cécile, a character who symbolizes desire.",False,"[18, 10749]",2013-06-06
860854,Bromates,"Longtime best friends Sid and Jonesie are dumped by their respective girlfriends. Both without a living situation, they decide to become ""bromates"", bros who are roommates, which puts their relationship to the ultimate test.",False,[35],2022-10-07
259316,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",False,"[28, 12, 14]",2016-11-18
